luz,8877.98,3
umidità,91.89,2
umidità,56,2
lmrtyHdtiiveeuai,187.76,0
temperature,19.35,1
luminous,6051.51,3
temperatura,18.83,1
sound,76.5,4
luminousFlux,0,3
luminous,4.03,3
lux,2961.1,3
sound,62,4
sound,66.1,4
luminousFlux,0,3
temperature,2.3604782259904e-310,1
temperature,16,1
luminous,179.97,3
rurettpaeme,72.22,0
umidità,72,2
noise,2.3604782259904e-310,4
temperature,15.35,1
sound,71.3,4
temperature,15.67,1
som,2.3604782259904e-310,4
temperature,-42.96,1
relativeHumidity,45,2
relativeHumidity,84,2
sonido,62.2,4
relativeHumidity,37,2
temp,6.83,1
temperature,11.03,1
temperatura,14.19,1
luminous,0,3
luminousFlux,2.3604782259904e-310,3
luminousFlux,22867.8,3
temperature,14.06,1
luminous,0,3
luminousFlux,0.25,3
temperature,18.64,1
suliFxolumun,19.53,0
temperature,15.09,1
umidità,72,2
temperature,12.45,1
luz,76005.77,3
luminousFlux,1.47,3
sound,73.1,4
sonido,54.2,4
luminousFlux,6502.82,3
som,70.2,4
temperature,12.45,1
relativeHumidity,89,2
temperature,14.06,1
temperature,16.51,1
temperature,18.96,1
temperature,-46.58,1
luminousFlux,0,3
temperatura,18.25,1
eraeutmtpre,125.26,0
temperature,-48.77,1
umidade,87.17,2
luminous,0,3
apreetrutem,172.64,0
light,0.54,3
temperature,11.03,1
light,2186.07,3
temperature,10.83,1
temperature,30.25,1
luz,0,3
temperatura,15.93,1
relativeHumidity,79.93,2
som,82,4
temperature,2.3604782259904e-310,1
temperature,7.67,1
temperature,11.03,1
luminous,0,3
temperature,24.25,1
temperature,10.19,1
luminousFlux,0,3
temperatura,15.87,1
sound,62.2,4
light,7367.49,3
temperature,2.3604782259904e-310,1
temperature,-42.9,1
temperature,18.58,1
temperature,20.06,1
temperature,-28.83,1
odnsu,134.79,0
umidità,84,2
temperature,16.25,1
luminousFlux,0,3
earttpuemre,162.64,0
relativeHumidity,27,2
luminousFlux,0,3
noise,2.3604782259904e-310,4
umidade,91.89,2
umidade,77,2
som,50,4
sonido,73.1,4
temp,-50,1
temperature,18.51,1
luminousFlux,54230.22,3
luz,0,3
umidità,80,2
reteaemputr,114.18,0
som,79.6,4
sound,50,4
lmuuFnusioxl,72.89,0
temp,17.03,1
light,129.49,3
temp,19.74,1
ereuttrpame,183.73,0
temperature,15.35,1
mteertarpue,141.22,0
sonido,50,4
light,4726.71,3
luminousFlux,11206.76,3
temperature,16.38,1
noise,2.3604782259904e-310,4
luminousFlux,1.87,3
temperature,16.38,1
light,2.02,3
lux,5774.81,3
sound,2.3604782259904e-310,4
temperature,20.95,1
luminousFlux,1384.77,3
sound,100,4
umidità,200,2
umidade,200,2
